land_area_ha,families_affected,current_stage_index,days_in_current_stage,days_since_last_action,days_since_update,award_overdue,pending_approvals,pending_notifications,noc_pending_count,budget_released,has_legal_dispute,num_legal_cases,ownership_conflicts,compensation_pct,compensation_pending_months,rr_completion_pct,documentation_pct,stakeholder_response_pct,possession_pct,land_cost_cr,amount_paid_cr,project_value_cr,district_historical_delay_rate,prev_delayed_district,officer_responsiveness,funding_readiness,notice_delivery_pct,mutation_completion_pct,is_delayed,project_type_code,state_code
35.06,115,3,50,11,34,0,4,3,6,1,1,4,0,98.4,0,74.9,86.1,82.9,75.9,1747.75,1719.79,23161.85,0.35,16,4.1,90.6,65.0,0.0,0,5,9
1380.05,2420,5,80,41,34,0,2,2,4,1,0,0,1,85.3,0,73.5,79.4,72.0,95.7,38570.68,32900.79,124960.46,0.41,9,7.8,71.5,60.0,85.5,1,6,12
1318.29,3145,2,21,12,53,0,5,0,1,1,0,0,1,88.3,0,49.2,67.7,67.5,30.7,2699.92,2384.03,10602.57,0.38,2,6.2,72.5,79.6,0.0,0,0,9
1313.22,4923,0,234,601,128,0,11,3,2,1,1,11,0,31.7,27,49.3,54.7,12.6,37.8,63098.97,20002.37,236504.18,0.5,19,2.0,36.3,32.4,0.0,1,3,7
1406.59,2805,4,105,70,35,0,5,2,5,1,0,0,2,70.1,22,79.5,79.0,78.0,71.5,51242.71,35921.14,663666.92,0.63,11,5.9,96.7,70.2,98.5,1,14,14
18.1,71,5,101,4,36,0,2,0,2,0,1,13,2,91.1,0,95.1,78.0,76.4,68.4,530.63,483.4,3286.67,0.44,4,6.2,96.3,89.4,88.9,1,3,2
79.56,264,5,23,81,46,0,3,0,0,1,0,0,1,67.4,28,65.0,94.1,92.8,66.0,2264.53,1526.29,17851.22,0.54,7,5.0,99.9,98.8,78.9,1,14,0
1491.9,3608,3,153,83,5,0,7,3,5,1,0,0,1,88.7,0,47.8,61.1,75.8,51.5,18640.69,16534.29,126619.27,0.47,22,6.8,60.1,76.5,0.0,1,4,12
1644.06,5000,1,679,695,297,0,2,2,2,0,1,15,3,22.0,24,9.4,51.4,13.9,12.2,39167.95,8616.95,312316.65,0.45,8,2.0,47.5,47.4,0.0,0,1,11
514.64,365,4,176,2,11,0,5,0,3,1,0,0,1,52.7,1,44.0,84.7,81.5,75.4,18336.42,9663.29,335000.84,0.4,17,6.3,63.9,98.7,82.4,1,9,11
1370.2,2389,3,97,28,26,0,0,2,5,1,0,0,2,63.8,4,77.5,94.5,94.0,28.2,50189.79,32021.09,570804.53,0.42,18,7.2,65.8,66.1,0.0,0,7,2
1601.21,5000,2,57,8,47,0,2,2,1,1,0,0,2,95.5,0,65.8,95.9,87.4,63.6,61468.9,58702.8,1096751.12,0.66,20,5.3,97.0,95.8,0.0,1,9,4
537.39,1335,3,1096,248,143,0,12,3,3,1,1,11,0,68.0,31,48.0,57.3,31.1,7.7,1126.03,765.7,17748.15,0.62,13,4.3,47.1,69.4,0.0,1,12,1
857.97,2759,3,176,522,55,0,10,1,4,1,0,0,5,33.6,35,31.5,58.8,45.4,20.7,17230.4,5789.41,262471.74,0.59,22,3.0,19.5,42.0,0.0,1,4,8
1807.83,3837,1,1021,664,391,0,4,4,6,0,1,9,0,59.0,35,8.1,35.7,30.3,27.7,82083.69,48429.38,1340980.89,0.59,7,1.9,32.5,38.1,0.0,1,0,10
1537.68,5000,3,40,36,0,0,6,4,4,1,0,0,2,58.1,10,50.7,87.0,68.1,20.2,59027.06,34294.72,131024.71,0.68,24,5.0,82.4,79.7,0.0,0,5,4
559.84,1511,0,190,399,120,0,11,3,3,0,1,3,2,13.3,23,2.2,57.7,40.0,6.5,8160.7,1085.37,113406.33,0.62,25,2.8,58.3,57.5,0.0,1,3,8
1687.4,1227,0,1080,704,96,0,3,5,5,1,1,14,1,66.5,27,31.5,49.8,37.5,17.1,71657.13,47651.99,478231.14,0.62,27,2.7,40.7,44.8,0.0,1,8,6
240.82,512,1,666,71,232,0,12,2,2,0,0,0,3,58.0,27,24.8,31.7,35.2,12.3,6160.45,3573.06,48240.2,0.37,17,2.4,46.2,50.8,0.0,1,6,3
965.58,2602,0,516,628,203,0,11,3,6,1,0,0,5,37.7,27,55.7,17.8,33.4,32.0,42927.23,16183.57,359074.25,0.69,15,3.3,59.2,51.3,0.0,1,14,6
1421.13,2060,5,139,11,20,0,0,1,3,0,0,0,1,72.6,20,53.0,68.6,51.2,95.2,11549.31,8384.8,93804.49,0.42,15,6.3,61.4,94.9,92.9,0,0,5
13.2,49,3,92,81,7,0,0,2,2,0,0,0,1,66.7,3,46.2,89.5,86.0,36.6,215.13,143.49,2138.41,0.42,5,4.7,55.7,84.9,0.0,1,9,0
493.43,369,1,1003,461,268,0,3,4,5,1,1,8,0,17.8,31,54.2,17.5,27.3,13.3,5086.42,905.38,79608.81,0.66,6,4.0,38.4,24.6,0.0,1,2,6
519.82,921,5,128,44,20,0,7,0,2,1,0,0,1,89.4,0,92.9,75.4,46.7,88.4,15812.82,14136.66,67885.89,0.3,15,7.4,80.0,62.8,72.1,0,10,2
420.44,1231,5,93,14,24,0,1,3,3,1,0,0,2,89.4,0,72.7,65.6,81.4,58.8,20103.86,17972.85,65396.6,0.37,15,6.7,69.7,85.8,62.5,1,13,7
586.55,1556,0,1135,656,213,0,7,1,3,1,1,15,1,65.0,20,55.1,61.8,42.3,34.1,2105.32,1368.46,38357.59,0.57,2,4.6,15.5,34.1,0.0,1,4,12
426.38,471,2,46,9,57,0,2,0,3,1,0,0,1,92.0,0,49.3,99.9,81.9,59.5,20790.83,19127.56,92393.69,0.33,10,7.0,90.5,84.2,0.0,1,5,11
19.82,44,3,253,175,369,0,9,3,5,0,0,0,4,34.7,35,34.6,16.7,11.7,18.6,86.67,30.07,1561.66,0.6,21,2.5,58.0,23.9,0.0,1,5,4
1812.58,4547,5,158,7,32,0,11,3,1,0,1,13,1,64.5,3,81.7,81.9,61.7,82.8,27083.18,17468.65,413637.11,0.61,21,4.0,58.5,91.4,46.4,1,4,13
1320.02,2368,5,108,63,48,0,2,1,3,0,0,0,0,74.2,34,91.7,70.4,49.6,86.3,11590.46,8600.12,143717.45,0.57,4,6.1,91.9,62.1,60.2,1,0,0
528.94,1246,2,776,502,331,1,10,3,2,0,1,13,1,69.1,21,57.7,49.1,11.8,10.2,15559.7,10751.75,160264.2,0.51,10,3.6,48.5,46.0,0.0,0,5,3
212.3,437,0,335,713,386,0,5,5,3,0,1,4,0,51.2,6,43.4,44.7,50.2,15.0,8133.42,4164.31,111121.27,0.76,12,4.9,19.2,34.7,0.0,1,13,13
518.39,1675,5,55,25,6,0,1,3,0,1,1,7,1,99.8,0,55.5,91.6,54.8,57.2,19984.46,19944.49,118526.97,0.41,13,6.7,56.6,62.8,89.1,1,8,2
1401.61,5000,5,133,0,41,0,8,1,4,0,0,0,1,73.9,26,90.6,90.1,88.2,96.8,25602.45,18920.21,365424.88,0.38,17,6.4,59.1,81.4,92.5,1,2,11
386.05,1133,3,219,560,58,0,11,2,5,1,0,0,5,39.2,29,44.1,22.0,18.7,20.0,18632.79,7304.05,309528.01,0.49,2,1.3,26.9,56.1,0.0,1,5,11
1483.4,1951,2,88,22,38,0,2,0,0,1,0,0,1,82.7,0,68.3,96.3,47.5,47.4,13275.13,10978.53,167781.25,0.74,8,5.1,91.0,68.8,0.0,1,9,4
278.97,956,5,72,21,31,0,7,5,1,1,0,0,2,58.7,5,47.2,61.4,67.8,56.7,11063.14,6494.06,148019.32,0.48,7,4.1,58.6,60.3,90.2,1,12,0
1048.56,2036,0,572,488,367,0,6,3,2,0,0,0,0,79.8,32,36.7,19.4,47.2,24.8,45303.23,36151.98,895285.97,0.5,17,3.6,20.4,22.7,0.0,1,14,0
112.79,200,3,123,9,6,0,7,0,2,1,1,10,1,52.2,4,95.5,62.9,88.2,45.1,4227.46,2206.73,76815.95,0.42,5,5.4,65.7,76.5,0.0,0,3,3
912.71,1693,2,129,17,57,0,0,2,1,1,0,0,2,67.9,18,52.1,60.7,83.1,65.6,10389.15,7054.23,75974.89,0.35,15,7.6,62.6,98.8,0.0,1,6,5
1461.39,4496,2,130,5,15,0,0,3,4,1,1,10,0,94.6,0,75.5,61.7,76.6,22.0,39151.41,37037.23,416056.09,0.64,7,5.4,58.7,90.1,0.0,1,2,8
1339.73,1428,5,172,80,39,0,4,3,2,0,0,0,2,51.2,30,67.8,61.2,83.7,69.2,46478.12,23796.8,537127.46,0.56,12,5.5,79.4,91.8,81.2,0,7,6
226.38,402,3,519,176,206,0,5,5,4,1,1,3,8,52.3,36,42.6,25.2,54.2,12.8,10175.26,5321.66,112580.98,0.68,5,1.5,32.6,45.1,0.0,1,3,13
1891.0,5000,0,393,342,272,0,3,2,4,1,1,15,7,15.2,26,53.9,29.4,53.0,20.8,59661.37,9068.53,434158.77,0.53,20,3.5,27.3,42.2,0.0,1,1,9
1159.52,3241,1,1081,326,112,0,6,2,5,0,1,11,8,60.5,29,27.5,43.4,50.4,30.8,3295.69,1993.89,27539.37,0.43,6,2.7,45.6,34.3,0.0,1,1,9
257.31,363,2,113,15,21,0,2,2,1,1,0,0,0,83.3,0,98.7,61.7,69.7,76.9,11946.04,9951.05,57448.01,0.49,19,7.5,84.1,71.8,0.0,0,1,11
680.68,607,3,159,7,25,0,1,2,2,1,1,11,2,55.8,2,64.1,92.8,69.5,31.7,3156.78,1761.48,54581.12,0.46,4,6.2,63.8,72.7,0.0,0,3,5
748.8,1120,1,266,484,75,0,4,4,5,0,0,0,8,15.3,29,44.5,35.8,29.9,19.0,32529.77,4977.05,642771.67,0.51,21,3.1,10.3,51.9,0.0,1,1,6
983.72,3324,4,116,15,23,0,4,3,5,0,0,0,1,78.0,30,53.5,90.6,53.5,82.2,1876.85,1463.94,29588.41,0.42,3,6.2,81.1,82.6,94.7,1,2,5
329.88,232,4,145,37,55,0,5,0,0,1,0,0,0,67.9,4,56.4,73.9,95.2,75.7,12680.22,8609.87,67185.57,0.64,9,6.1,69.2,93.8,92.0,0,11,1
566.43,1827,5,29,53,38,0,8,0,1,0,0,0,0,55.1,10,70.2,92.4,88.7,96.2,13728.08,7564.17,104447.66,0.65,21,6.5,78.5,98.8,41.2,0,10,4
1962.31,3898,0,608,540,132,0,11,1,5,0,1,1,7,55.4,3,11.8,16.6,39.7,26.7,74273.9,41147.74,1194522.97,0.63,11,3.3,19.2,37.6,0.0,1,6,10
1227.85,2783,5,103,27,32,0,0,0,1,1,0,0,0,76.4,13,97.9,62.7,86.5,72.0,58824.47,44941.9,309138.69,0.39,11,6.7,65.2,64.5,99.4,1,8,5
659.59,596,5,104,8,25,0,6,1,5,0,0,0,1,84.4,0,90.5,65.2,67.4,74.6,3763.63,3176.5,37203.67,0.51,5,5.8,73.0,83.6,64.1,0,7,12
469.57,932,3,126,35,31,0,9,5,5,0,0,0,2,79.7,26,61.4,85.0,97.3,49.4,5599.94,4463.15,106193.09,0.36,2,5.8,85.5,98.9,0.0,0,5,7
1536.31,5000,5,125,15,10,0,0,3,3,1,0,0,1,75.2,35,60.6,93.7,75.1,72.1,3504.42,2635.32,18165.67,0.45,10,7.3,77.1,65.4,88.6,1,8,5
1709.43,3886,4,99,16,26,0,0,0,4,1,0,0,1,80.8,0,61.2,99.0,62.6,51.3,76277.28,61632.04,621096.71,0.32,8,7.4,70.8,86.4,69.9,0,4,11
79.57,222,0,1090,646,253,0,8,3,4,0,0,0,6,26.0,31,35.3,64.3,27.0,13.4,2020.05,525.21,31852.69,0.69,30,2.5,20.1,51.8,0.0,1,9,1
1610.18,4324,2,1123,138,310,1,5,3,7,1,0,0,1,79.6,18,4.0,55.1,31.4,26.5,25780.55,20521.32,243823.59,0.4,14,2.8,19.0,20.9,0.0,1,12,7
1706.29,5000,2,221,480,88,1,6,4,7,1,0,0,0,76.1,24,27.7,27.0,43.6,10.7,25097.32,19099.06,122738.88,0.49,9,2.5,17.5,21.4,0.0,1,8,7
277.18,389,2,220,381,322,1,2,1,7,1,0,0,2,82.2,0,42.5,51.1,45.2,35.9,9354.21,7689.16,167842.11,0.6,7,2.5,46.7,66.6,0.0,1,10,14
248.94,827,4,122,27,43,0,1,1,4,1,0,0,1,90.3,0,84.6,97.1,57.0,52.8,6698.17,6048.45,97747.19,0.39,15,6.5,66.1,71.1,91.4,0,6,3
1326.14,5000,5,12,56,55,0,1,1,3,1,0,0,0,62.6,25,58.6,98.1,65.0,96.4,60919.39,38135.54,451777.39,0.47,9,4.9,95.1,96.6,71.0,0,7,2
1475.2,5000,5,17,41,36,0,11,5,3,1,1,15,0,91.2,0,81.9,77.8,64.4,81.5,58499.73,53351.75,260303.91,0.68,30,4.5,58.7,66.3,63.6,0,4,13
959.34,2948,2,152,2,39,0,6,1,5,1,0,0,1,90.0,0,51.9,73.7,55.0,33.7,4704.93,4234.44,48572.04,0.39,5,5.3,74.3,70.4,0.0,1,1,9
1655.38,3690,3,459,253,380,0,5,3,3,0,1,14,1,64.4,32,22.9,36.6,19.3,1.2,80812.91,52043.51,504170.84,0.71,14,2.6,42.4,24.3,0.0,1,3,1
516.17,430,5,87,32,31,0,0,0,5,1,0,0,0,73.5,23,99.8,97.3,98.2,68.5,24992.36,18369.38,301709.94,0.64,13,5.5,96.9,95.1,65.3,0,0,14
1496.91,5000,3,152,62,16,0,2,2,5,1,0,0,2,91.5,0,95.6,78.3,69.0,58.2,33350.38,30515.6,180110.7,0.63,10,5.2,62.4,78.7,0.0,0,11,1
229.42,692,3,116,67,7,0,3,0,1,1,1,4,1,59.0,11,85.0,92.0,76.0,66.1,7801.88,4603.11,140220.21,0.49,23,6.6,72.7,83.6,0.0,0,4,8
1910.63,4928,4,92,6,49,0,2,1,5,1,0,0,2,81.1,0,67.2,97.6,100.0,53.5,90982.4,73786.73,806562.32,0.7,11,5.8,93.9,63.6,94.1,0,4,1
1613.67,2558,3,274,674,376,0,6,5,6,1,1,11,1,59.9,33,12.0,37.3,27.5,24.6,35481.77,21253.58,343048.67,0.39,10,3.3,21.2,54.3,0.0,1,5,12
604.28,2383,0,1041,482,123,0,10,4,5,1,1,4,8,35.7,4,33.1,60.9,33.1,14.2,17817.56,6360.87,282152.5,0.58,27,2.9,52.1,22.3,0.0,1,3,4
685.96,2547,3,919,548,184,0,2,2,8,1,1,2,4,62.3,7,26.0,15.9,27.8,12.1,27952.91,17414.66,366222.45,0.54,26,3.5,14.4,26.8,0.0,1,8,0
874.4,2353,0,1010,542,395,0,9,4,4,1,1,5,1,57.4,28,1.3,23.3,16.9,11.8,36338.15,20858.1,328903.9,0.42,4,3.1,31.6,40.8,0.0,1,14,7
1224.93,3522,5,169,14,14,0,6,3,2,1,0,0,2,53.0,2,65.3,69.2,48.5,72.4,27062.85,14343.31,132716.27,0.43,15,5.3,77.8,83.5,74.5,0,12,2
1667.0,4760,3,165,25,16,0,4,2,7,1,0,0,2,81.1,0,56.9,88.7,81.7,76.6,41573.97,33716.49,258795.48,0.59,3,4.5,71.1,66.3,0.0,0,5,8
452.07,633,3,317,508,110,0,3,1,2,1,1,1,8,26.0,10,51.2,58.7,37.2,32.9,1165.2,302.95,4541.25,0.75,13,4.7,46.4,55.4,0.0,1,13,1
881.02,1722,1,400,704,294,0,8,3,7,1,1,13,7,30.5,33,10.3,28.3,42.2,31.5,6458.51,1969.85,62769.04,0.63,21,3.5,49.7,38.1,0.0,1,11,10
1963.98,2111,5,151,53,9,0,8,2,5,1,0,0,2,96.1,0,49.1,80.9,98.8,87.1,89374.69,85889.08,191462.05,0.44,16,6.2,86.5,77.8,68.2,0,1,12
1762.54,1401,1,137,710,220,0,10,3,5,0,1,12,2,41.2,35,17.0,19.6,34.8,9.7,68423.23,28190.37,1031628.43,0.6,7,3.1,23.0,45.4,0.0,1,5,0
1611.75,5000,1,305,446,61,0,11,2,4,0,0,0,8,60.7,15,21.0,29.2,45.3,32.9,29628.39,17984.43,111514.77,0.62,19,1.4,31.2,26.5,0.0,1,1,8
1170.69,3193,0,525,585,86,0,9,2,1,0,0,0,7,53.9,27,49.4,22.2,15.7,29.9,55293.38,29803.13,478175.88,0.71,30,2.9,16.0,48.6,0.0,1,11,14
1568.67,3099,2,1016,552,260,1,2,4,7,1,1,5,3,21.0,32,0.1,42.4,13.0,19.0,56694.33,11905.81,731514.17,0.65,24,2.5,43.4,27.4,0.0,1,10,6
96.41,274,2,59,82,59,0,10,1,1,1,1,2,0,85.4,0,74.3,90.8,83.9,77.4,2538.17,2167.6,39367.15,0.42,2,4.3,78.9,98.5,0.0,1,1,5
806.59,530,2,384,232,395,1,3,5,2,0,1,7,0,70.7,34,19.0,27.9,15.2,6.2,38419.62,27162.67,546133.14,0.35,8,1.7,12.9,39.5,0.0,1,12,9
476.8,1087,4,297,79,102,0,12,2,3,0,0,0,1,53.0,30,73.2,57.9,46.6,65.2,9838.25,5214.27,34535.7,0.65,11,5.0,28.7,69.3,80.8,1,12,14
582.05,2271,3,146,5,13,0,3,2,2,1,0,0,1,63.7,17,90.4,72.1,64.3,25.4,20413.8,13003.59,345992.8,0.63,13,7.3,82.5,98.3,0.0,0,11,8
425.19,1639,5,110,71,22,0,2,3,5,1,0,0,0,82.3,0,40.1,76.4,94.6,82.6,11549.5,9505.24,208656.73,0.44,14,6.1,98.7,75.1,69.1,0,1,2
446.93,254,5,165,35,35,0,7,1,4,0,0,0,1,59.6,20,88.5,65.0,98.9,99.2,14347.61,8551.18,57347.94,0.66,24,5.1,63.7,89.6,73.7,1,4,13
1762.6,5000,5,174,0,33,0,8,3,5,1,0,0,0,99.6,0,81.6,79.0,58.9,52.6,82786.83,82455.68,810140.92,0.6,13,6.1,76.0,74.5,90.4,1,11,0
168.21,420,5,120,3,21,0,1,0,4,1,0,0,2,71.2,5,95.0,63.9,63.1,89.9,7869.79,5603.29,134802.71,0.57,19,6.4,92.5,92.9,80.8,1,6,14
1833.85,3339,0,693,632,262,0,3,1,7,1,0,0,2,13.7,29,3.3,45.5,29.4,3.8,69176.83,9477.23,428620.73,0.6,28,2.9,29.2,59.8,0.0,1,13,8
209.87,542,3,45,23,56,0,7,3,0,1,0,0,0,95.2,0,47.6,77.9,64.5,27.7,6177.28,5880.77,69409.54,0.43,11,6.6,79.4,65.8,0.0,0,6,11
1016.68,3480,2,703,399,384,1,9,5,3,0,1,4,3,48.4,13,47.1,32.1,40.1,4.2,44598.93,21585.88,820164.26,0.7,3,2.5,21.5,51.2,0.0,1,7,13
24.73,43,1,785,328,100,0,4,2,4,1,1,8,3,47.9,24,2.6,16.5,18.9,7.1,38.67,18.52,664.04,0.68,4,3.9,28.9,59.4,0.0,0,7,6
1763.92,5000,3,147,5,56,0,6,1,1,1,1,15,0,89.7,0,51.5,72.0,65.6,39.7,5532.22,4962.4,90291.44,0.52,19,7.1,77.0,89.1,0.0,0,9,7
751.66,1740,3,61,26,5,0,6,0,1,1,0,0,2,84.7,0,82.9,77.3,59.8,43.8,11761.19,9961.73,211663.32,0.56,15,6.3,61.0,63.4,0.0,1,8,10
820.86,2721,0,656,719,184,0,10,5,2,1,1,3,1,61.7,5,61.5,58.7,47.9,4.7,15047.78,9284.48,177992.2,0.55,26,4.0,47.3,58.4,0.0,1,4,8
1645.51,5000,3,63,29,20,0,2,3,4,1,0,0,2,87.9,0,40.7,84.4,99.4,55.2,45834.78,40288.77,478390.89,0.61,15,6.0,93.1,77.2,0.0,1,2,10
614.62,1894,2,155,41,36,0,8,2,1,1,0,0,1,67.0,27,65.5,88.9,87.0,29.2,29290.06,19624.34,232695.16,0.47,20,6.7,94.0,99.2,0.0,1,11,9
1790.01,1479,3,84,26,7,0,6,2,0,1,0,0,0,91.3,0,76.2,56.2,55.9,47.3,33559.62,30639.93,73792.49,0.42,13,6.3,60.8,76.7,0.0,1,4,7
1331.26,1405,3,144,51,58,0,7,0,4,1,1,4,2,85.8,0,67.5,64.1,99.5,72.8,30991.9,26591.05,383381.88,0.5,11,5.8,75.5,88.0,0.0,1,11,7
866.99,1600,2,65,85,49,0,8,2,3,1,0,0,0,69.7,3,54.4,94.2,60.1,79.5,24158.49,16838.47,481133.12,0.4,4,6.1,69.7,78.0,0.0,0,12,12
796.37,428,5,81,17,42,0,3,3,1,1,0,0,1,83.5,0,67.9,75.8,49.5,91.9,24325.87,20312.1,126257.56,0.64,19,5.4,89.4,87.1,66.1,1,11,1
1623.97,4455,4,71,31,56,0,6,1,0,0,0,0,1,84.5,0,66.6,81.9,47.7,71.1,80337.61,67885.28,648171.84,0.34,15,4.8,59.3,93.4,73.2,1,11,11
1868.98,3518,4,176,8,50,0,7,1,0,1,1,2,1,66.2,1,64.1,69.2,66.4,53.4,21154.54,14004.31,157127.81,0.46,5,6.4,99.6,94.0,41.1,0,12,9
667.43,1817,0,566,575,285,0,12,2,2,0,1,14,7,14.1,2,36.5,44.3,27.2,12.4,24712.74,3484.5,386270.59,0.52,4,2.2,24.8,27.6,0.0,1,0,0
1288.99,4075,2,180,26,0,0,5,1,5,1,0,0,2,90.6,0,85.0,65.3,85.3,61.8,14837.54,13442.81,262753.61,0.42,6,6.0,57.9,79.7,0.0,1,2,5
476.44,368,5,30,34,52,0,12,2,6,1,1,12,0,62.2,12,76.4,68.6,76.7,69.9,4194.78,2609.15,41716.12,0.45,14,5.6,97.9,79.3,79.5,1,11,7
764.0,1199,4,135,64,4,0,0,0,3,1,0,0,1,53.6,9,82.9,63.8,95.4,97.0,37084.09,19877.07,323247.48,0.38,17,7.9,73.4,61.6,96.9,0,10,2
1419.71,3865,1,625,720,77,0,12,1,3,1,1,7,6,54.1,16,28.7,61.1,26.3,10.2,43026.29,23277.22,823179.34,0.69,3,2.2,42.2,65.8,0.0,1,1,14
1385.21,3119,3,720,274,177,0,4,3,3,0,0,0,4,54.0,6,6.6,43.6,45.9,32.7,800.84,432.45,2608.45,0.72,27,2.6,46.7,28.5,0.0,1,5,4
375.35,265,4,31,10,17,0,1,1,2,1,0,0,1,99.1,0,92.3,74.8,95.2,53.2,738.88,732.23,4600.3,0.55,6,5.9,88.8,60.3,83.3,1,11,10
1864.6,4020,2,101,48,7,0,5,3,0,1,0,0,1,84.1,0,60.6,69.2,58.2,20.2,81281.28,68357.56,750433.52,0.77,10,5.0,94.1,71.2,0.0,0,8,13
1915.31,5000,2,99,78,45,0,7,3,3,1,0,0,0,98.5,0,84.1,85.5,57.8,79.2,82217.46,80984.2,1504057.41,0.47,10,7.6,61.4,80.8,0.0,0,7,5
1974.5,4213,0,418,505,373,0,3,1,6,1,0,0,7,49.8,16,14.6,23.5,52.5,36.1,75884.55,37790.51,452785.55,0.5,17,3.6,16.2,26.8,0.0,1,14,10
134.01,227,0,318,357,30,0,6,1,4,0,0,0,6,49.2,36,58.0,36.8,20.5,29.8,837.2,411.9,7216.05,0.57,16,3.0,25.5,49.5,0.0,1,8,0
1329.17,3412,2,163,85,13,0,4,1,4,1,1,14,1,65.8,19,90.2,77.5,70.1,79.4,8787.77,5782.35,175256.91,0.52,18,5.9,77.3,88.2,0.0,0,10,12
1472.77,5000,5,28,50,48,0,7,2,2,1,0,0,2,69.6,11,99.5,79.7,63.6,64.1,68029.69,47348.66,994591.08,0.45,4,5.0,90.6,94.6,33.5,1,6,9
423.48,1403,3,24,54,9,0,2,3,3,0,0,0,1,86.3,0,74.5,85.5,99.4,30.8,1311.67,1131.97,25767.73,0.45,18,6.6,83.2,76.2,0.0,1,3,5
1982.37,5000,5,80,2,8,0,7,1,0,1,0,0,2,69.1,29,62.0,60.4,49.5,89.7,18761.71,12964.34,201040.1,0.53,16,5.2,59.5,62.5,89.1,1,5,0
979.68,2269,5,90,71,7,0,2,0,1,0,0,0,1,87.7,0,52.4,84.6,51.5,78.8,32139.09,28185.98,115082.91,0.65,4,4.5,77.8,74.5,65.4,0,8,13
1320.02,2715,2,58,30,27,0,1,0,1,0,0,0,2,95.5,0,99.8,82.3,73.1,77.4,40004.72,38204.51,235576.57,0.35,4,6.8,58.3,70.2,0.0,0,8,2
411.51,1112,4,121,19,40,0,2,3,4,1,0,0,2,59.6,24,73.8,84.1,73.1,62.4,5708.14,3402.05,66022.99,0.76,23,4.4,59.0,96.4,80.6,0,10,1
355.58,1084,3,91,6,54,0,11,1,7,1,0,0,1,54.8,23,82.0,93.9,75.3,30.8,14365.86,7872.49,204004.03,0.78,31,5.2,73.1,83.7,0.0,0,13,1
1837.29,5000,5,143,35,40,0,7,2,1,1,0,0,2,80.4,0,82.4,63.2,99.2,65.3,78943.05,63470.21,1504195.37,0.38,9,7.3,58.6,89.2,97.8,1,2,11
1019.82,3118,2,590,607,119,1,2,4,1,1,0,0,8,51.9,26,0.8,24.5,47.4,24.3,49206.36,25538.1,695846.77,0.76,28,3.0,13.8,62.0,0.0,1,5,4
503.28,1201,3,1089,96,34,0,6,5,1,0,1,5,7,27.6,14,0.1,46.6,27.7,24.6,8436.64,2328.51,70615.26,0.52,8,2.0,15.1,44.6,0.0,1,3,14
944.04,1708,0,825,504,112,0,4,3,4,1,0,0,8,58.7,7,59.4,47.8,29.8,4.4,13785.38,8092.02,60741.78,0.7,18,4.7,43.3,67.4,0.0,0,2,1
1503.42,4857,4,138,19,18,0,0,1,5,0,0,0,2,92.2,0,63.3,59.9,50.9,61.8,51231.08,47235.06,417970.71,0.68,3,5.4,67.7,63.3,57.9,0,10,8
1642.12,1961,3,112,15,33,0,2,1,1,0,0,0,2,86.5,0,76.7,63.5,92.0,75.7,35473.07,30684.21,464569.96,0.3,2,5.8,68.8,85.3,0.0,1,6,2
564.71,976,3,468,163,96,0,6,5,8,0,1,1,2,12.5,4,39.6,31.1,22.8,14.5,8790.08,1098.76,32909.8,0.58,23,3.9,26.6,57.1,0.0,1,2,4
1774.95,1698,1,1182,545,217,0,7,3,1,1,1,10,3,21.6,29,55.5,18.7,34.6,5.1,37631.64,8128.43,557281.55,0.68,27,3.4,32.4,55.9,0.0,1,5,6
1935.14,2929,3,889,508,292,0,3,2,5,0,1,12,3,54.4,26,29.7,41.6,33.1,8.3,1312.46,713.98,16135.6,0.49,2,3.0,32.8,55.4,0.0,1,2,3
480.24,305,4,171,0,39,0,8,0,2,1,0,0,0,63.5,4,78.5,66.2,90.3,66.2,22738.49,14438.94,407286.26,0.45,5,6.7,68.3,99.4,85.0,0,7,0
217.35,676,5,49,74,52,0,4,1,5,1,0,0,2,81.7,0,73.1,91.8,57.1,86.3,4074.81,3329.12,74320.57,0.3,4,6.8,93.8,67.6,79.6,0,14,2
291.33,580,2,315,453,34,1,3,4,1,1,0,0,1,55.0,34,48.2,88.8,45.6,5.3,11251.4,6188.27,76709.98,0.64,27,3.1,57.9,25.3,0.0,1,6,10
618.23,1345,5,46,65,43,0,4,0,1,0,0,0,1,81.4,0,47.4,92.1,50.7,51.2,13380.48,10891.71,62256.39,0.48,9,6.9,72.3,95.4,92.9,1,4,7
1847.02,5000,2,803,699,31,1,12,3,5,1,0,0,2,35.7,22,36.0,49.0,16.8,36.6,61423.98,21928.36,1154271.63,0.78,39,2.8,53.1,68.9,0.0,1,13,1
560.56,457,1,874,201,245,0,12,3,8,0,1,7,5,29.2,28,28.9,63.6,37.1,21.5,13948.85,4073.06,162529.57,0.53,5,2.4,36.3,58.8,0.0,1,5,8
950.48,919,3,67,31,23,0,2,3,1,0,0,0,1,92.4,0,92.0,91.9,61.2,27.0,33210.86,30686.83,151952.25,0.65,31,7.0,57.4,64.2,0.0,1,1,6
29.89,101,2,83,56,27,0,6,2,0,0,0,0,1,87.2,0,84.9,86.4,61.5,72.9,62.47,54.47,969.56,0.55,2,6.0,85.6,95.0,0.0,0,6,10
1946.38,4525,3,731,539,83,0,11,1,7,1,1,4,6,47.1,15,23.5,56.1,53.9,33.1,16853.33,7937.92,277407.61,0.71,12,1.8,13.9,50.2,0.0,1,10,4
